"fight piracy. MT seeing piracy not sound life
"	1
"be certain walk away movie thing be
"	-1
"watch pretty
"	-1
"First late show
"	-1
"Watch see Jake must-see HERE Vegas
"	1
"great interesting show today Somalia
"	1
"beautiful POWERFUL work Muse Well done
"	1
"Just movie. Absolutely amazing. A see. Proud US Navy
"	1
"Night
"	1
".. So movie not have such impact
"	1
"seeing let know
"	-1
"See TOMORROW
"	1
"still Somali have phenomenal. Bitter
"	1
"Getting ready watch Heard only great see
"	1
"movie anxiety. phenomenal recommend seeing
"	1
"be seeing unbelievable true story opening weekend.
"	1
"well Tom Hanks go wrong have see now
"	1
"great interesting show today Somalia
"	1
"Tom Hanks
"	1
"excellent film year. Paul
"	1
"Went movie amazing movie. Got watch again
"	1
"such So movie not have so much GO SEE IT
"	-1
"Go see wow aka amp memorable movie.
"	1
"Tom Hanks now theaters. WATCH trailer Warning Violence
"	-1
"buddy Max Martini Great movie
"	-1
"tight ship. Safety are abruptly interrupted.
"	-1
"Just movie. Absolutely amazing. A see. Proud US Navy
"	1
"Take Twitter Q amp starting Remember Tweet Q include
"	-1
"fight piracy. MT seeing piracy not sound life
"	1
"excellent film year. Paul
"	1
"last night pretty good. Have u yet great
"	1
"Excited tonight
"	1
"other news go see Tom Hanks secure Oscar nomination.
"	1
"Wow not win Academy award then do give more. BTW shed
"	1
"fight piracy. MT seeing piracy not sound life
"	1
"enlightening show tonight always nice getting reminder Muslims are terrorist
"	1
"great interesting show today Somalia
"	1
"Double date parents. Movie dinner
"	1
"Date
"	1
"Tom Hanks weird
"	-1
"final moments. See today
"	1
"Fixing watch
"	1
"Warship ruse back skiff. Well
"	1
"Photo day Tom Hanks filming Courtesy SONY.
"	1
"Movie date
"	1
"Excited tonight
"	1
"Date night
"	1
"rain next guess
"	-1
"last alone Tom Hanks Great movie.
"	1
"great interesting show today Somalia
"	1
"Concur Saw So impressive. Hanks great. Actor playing pirate Muse tremendous
"	1
"quite contrary. good great
"	1
"intense thriller come time. Kudos rate film
"	1
"sometimes evil only option world
"	1
"See bar true-life action thriller do
"	-1
"Just movie have say infirmary scene Oscar. Intense realistic.
"	-1
"wait too I need see now
"	-1
"Wan see really bad
"	-1
"SAW LAST WAS WONDERFUL HARD BELIEVE KEEPS DELIVERING
"	1
"see not big deal
"	1
"Skinny coup.
"	1
"just watching
"	-1
"movie absolutely fantastic portrayal actual place Somalia. rating end
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"day still incredible. very highly recommend
"	1
"note see old man
"	1
"Just sticker. Check other
"	1
"Wow just incredible amazing
"	1
"never movie so
"	-1
"Definitely like
"	-1
"hope Tom Hanks Wilson movie
"	-1
"Saw Fri. somewhat similar Hostage ransom end game panic
"	1
"great interesting show today Somalia
"	1
"Just sticker. Check other
"	1
"bomb movie Edge seat whole time USA way
"	-1
"Going see do anticipate bad tom movie
"	1
"Photo day Tom Hanks filming Courtesy SONY.
"	1
"Just sticker. Check other
"	1
"Seeing Chat now
"	1
"say as funny Ron
"	-1
"Definitely
"	1
"great movie awesome talent usual
"	1
"final moments. See today
"	1
"Film Reviews pure tension
"	1
"See company Opens nation wide tomorrow. incredible
"	1
"want see again
"	1
"just DESERVES EVERY AWARD IMAGINABLE FOR THIS. OH MY GOODNESS
"	-1
"Go see
"	1
"woman world.
"	-1
"Just sticker. Check other
"	1
"Really want see again point awesome
"	1
"supporting Tom movie brother Been waiting year see this.
"	1
"Seeing be good
"	-1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"Forget space movie want thrill amp have heart POUNDING hour go watch
"	-1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"impressive
"	1
"film many are calling best.
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"See bar true-life action thriller do
"	-1
"Saw So impressive. Hanks great. Actor playing pirate Muse tremendous
"	1
"Movie date
"	1
"Just do like fat steroid
"	-1
"ever real trouble toss saltwater floor jump puddle so Navy have jurisdiction
"	1
"movie year sure
"	1
"Seriously movie YEARS
"	-1
"Excited tonight
"	1
"girl
"	-1
"Saw today outstanding brilliant performance see flick
"	1
"Just sticker. Check other
"	1
"Also not make feel bad target.
"	-1
"Tom Hanks favorite. Holy crap.
"	1
"Just sticker. Check other
"	1
"MUST SEE Ca wait see again
"	-1
"Holy crap good movie Clear space shelf golden statuette
"	-1
"absolutely amazing movie. The acting long time
"	1
"champ can
"	-1
"Wow Just give Tom Hanks Oscar right now Full review Friday
"	-1
"fight piracy. MT seeing piracy not sound life
"	1
"movie are see weekend
"	-1
"intense powerful well-acted ever see
"	1
"Interesting background movie available True Story
"	1
"
"	1
"great movie
"	1
"Just sticker. Check other
"	1
"Definitely Gravity
"	1
"b funny same
"	-1
"Variety Review Paul kinetic docudrama always
"	1
"Movie Tip Go watch Tom Hanks amazing job
"	1
"movie whole year
"	-1
"be amazing
"	1
"second movie. Paul great job totally recommend
"	1
"Sometimes stress
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"Good Weekend Here look
"	-1
"Glad know have movie get emotional do.
"	1
"Navy SEALS are just too awesome even comprehend
"	1
"amazing movie amazing job
"	1
"AMAZING job Honestly truly brilliant
"	1
"Agreed. My Dad last night fantastic. Cc
"	1
"Question buy Asking friend thinking becoming Somali pirate.
"	1
"know good movie edge seat even know ending Bravo
"	1
"Seeing Chat now
"	1
"pirate same mistake John McClain first Die Hard never walk barefoot.
"	-1
"Must-see film. Gripping true story. Final are phenomenal. Will be Best Picture amp Best Actor
"	1
"am see new movie tonight
"	1
"Gravity Tops second place
"	1
"be something being fisherman killing people. Maybe America.
"	-1
"Just Gravity back-to-back So much emotion release day
"	1
"hitting cinemas month Catch Tom Hanks aboard Alabama here
"	-1
"fight piracy. MT seeing piracy not sound life
"	1
"movie are seeing weekend
"	-1
"Just honestly action storyline music EVERYTHING Go see
"	1
"movie scary
"	-1
"Must-see film. Gripping true story. Final are phenomenal. Will be Best Picture amp
"	1
"Planned feature MONDAY MONDAY MONDAY
"	1
"intense year Great job. amp Love
"	1
"Must-see film. Gripping true story. Final are phenomenal. Will be Best Picture amp
"	1
"performances. wish actor make feel walking
"	1
"Anyone else see yet Tom Hanks last scene me. Full crying full theater
"	1
"Just sticker. Check other
"	1
"bolt movie holding hostage
"	-1
"See bar true-life action thriller do
"	-1
"Fall favorite season several foliage pumpkin everything amazing
"	1
"Best movie while intense
"	1
"Kid Quick Nintendo classic Somali Pirate
"	1
"Tom Hanks away Go see fabulous true story have anything
"	1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"great movie
"	1
"intense year Great job. amp Love
"	1
"ca take good done. For now.
"	1
"am going see hour
"	-1
"final moments. See today
"	1
"Sony abandon movie Upload instead Sony Points
"	1
"Gravity probably favorite movie year Have seen yet
"	1
"Beautiful day today massage now movie
"	1
"wow. Beyond anything expecting
"	-1
"
"	1
"Just absolutely it. Paul ass Tom Hanks
"	-1
"Whew straight intense
"	1
"Watch great way kick
"	1
"Movie family.
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"Saw LOVED IT Was n edge seat heart racing whole time Great movie
"	1
"movie long time. Great job
"	1
"Tom Hanks PHENOMENAL job. Wow ever seen. EVER.
"	1
"Tom Hanks Is Still The Best Celebrity
"	1
"Kid Quick Nintendo classic Somali Pirate
"	1
"So buzz First British review Telegraph
"	1
"Must-see film. Gripping true story. Final are phenomenal. Will be Best Picture amp
"	1
"movie actually amazing so far
"	1
"SEE
"	1
"So SEE
"	1
"see
"	1
"always get theater. checking weekend
"	-1
"See company Opens nation wide tomorrow. incredible
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"good.
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"Photo day Tom Hanks filming Courtesy SONY.
"	1
"like first time
"	1
"Tom Hanks officially actor time.
"	1
"amazing movie Kept edge. so vulnerable amazing actor. Very
"	1
"Video Tom Hanks Type diagnosis Show PHOTOS
"	1
"have ever seen. Made amp grown cry. Hands Oscar worthy
"	1
"US Navy Seals They Do Not Come To Play
"	1
"see tom movie get Forrest stuck head
"	-1
"Thinking Kaleb amp are watch movie
"	-1
"Land free. Home brave. You mess ruin day.
"	-1
"Everyone go see So good worth money
"	1
"Just sticker. Check other
"	1
"Just seeing amazing performance newcomer
"	1
"freaking AWESOME
"	-1
"Tom Hanks much last movie sea. Castaway WILSON
"	-1
"Just sticker. Check other
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"movie already
"	-1
"personally end excellent film not miss
"	1
"Taking ice cream movie
"	-1
"dude Muse
"	-1
"Went too sleep woke later wondering phone charged.. Forgot plug charger
"	1
"new movie
"	1
"fantastic movie
"	1
"fantastic movie. Last few absolutely exceptional. Been long time movie
"	1
"Just sticker. Check other
"	1
"Just riveting. want read book now
"	-1
"Muse take shit nobody
"	1
"Quite line-up see tonight
"	1
"review November issue magazine insightful interesting well read
"	1
"film many are calling best.
"	1
"final moments. See today
"	1
"wow. Beyond anything expecting
"	-1
"very intense Whether not very realist
"	1
"Saw last night. Amazing intense movie.
"	1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"Will see Capt Sunday
"	1
"Just sticker. Check other
"	1
"film many are calling best.
"	1
"dinner babe
"	1
"off chain award role
"	1
"Go read Capt. review
"	-1
"scene drone circling lifeboat.
"	-1
"free are dead
"	1
"whole cast Great Movie
"	-1
"GREAT movie.
"	1
"Tom Hanks Type manage
"	-1
"Best movie year sure
"	1
"Anytime watch movie Seal team know be
"	-1
"do think breathe half movie.
"	1
"PHENOMENAL first role movie
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"free are dead
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"think due Oscar. What amazing performance
"	1
"Movie girlfriend world date
"	1
"yet please
"	-1
"actor Muse so much say know Irish talk too damn much
"	-1
"Date know movie resounding chant
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"such good movie
"	-1
"definitely theater be
"	1
"Hear pretty good
"	-1
"Just sticker. Check other
"	1
"Best Movie I have very long time. Tom
"	1
"Stay seat
"	1
"be American
"	-1
"Movie
"	1
"final moments. See today
"	1
"tour force everything
"	1
"Opening night Team
"	1
"great very gripping closing performance truth
"	1
"Watching wonder bad breath cause teeth are yellow gold
"	-1
"bad parties. check out. Thank later
"	-1
"Director Paul are not journalism
"	1
"Saw LOVED IT Was n edge seat heart racing whole time
"	1
"Just great movie great directing
"	1
"Just incredible moving East Africa weeks. Keep doing great work
"	1
"movie have while
"	-1
"Knight
"	1
"film many are calling best.
"	1
"emotional thriller
"	1
"Just Great movie. Hank last screen powerful anything ever
"	1
"rugby lead pirate way compelling
"	1
"awesome movie
"	1
"Navy are bad ass.
"	-1
"Just say Wow so long Oscar
"	-1
"Going see
"	1
"intense
"	1
"movie have past role
"	1
"caught writing note class. Pays price.
"	1
"Trust movie ending spellbinding. Oscar nod movie amp please
"	1
"Anytime watch movie Seal team know be
"	-1
"
"	1
"Tom Hanks great movie Last scene intense
"	1
"movie ever
"	1
"Tom Hanks seriously INCREDIBLE.
"	-1
"See company Opens nation wide tomorrow. incredible
"	1
"great film performance amazing
"	1
"Watching and. Goodrich Quality Theaters
"	1
"just baby. It movie have year so far. Hanks incredible.
"	-1
"down. Game over.
"	1
"Variety Review Paul kinetic docudrama always
"	1
"Watch great way kick
"	1
"Saw Gravity Ridgefield Park location. Love recliner Seeing weekend
"	-1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"Watching pops.
"	1
"making seriously thankful seriously world. Come Lord Jesus
"	1
"Give Oscar nomination Tom Hanks right now
"	1
"Just spectacular usual win Oscar role Somali pirate
"	1
"Bought ticket go see forgetting tonight. What dumb
"	-1
"closing sellout here tonight. Wow
"	1
"Just sticker. Check other
"	1
"premiere check tomorrow watch work
"	1
"Just sticker. Check other
"	1
"fantastic Someone hand Tom Hanks third Oscar. He incredible
"	1
"HAIL TOM HANKS
"	1
"Not blood mine. Phenomenal acting Hanks.
"	-1
"really crying movie. y'all knew ending already tho.
"	-1
"Saw today. Vastly different great
"	1
"Wish have ending movie wife motion sick Steady anyone shaky
"	1
"America very corrupt Navy Seals are Bad ass salute
"	-1
"Final analysis taut biopic just expect to.
"	1
"such good movie
"	-1
"still
"	1
"movie have Will definitely get movie year
"	1
"Tom Hanks Somali Gravity
"	1
"phenomenal. It really get see Tom Hanks act
"	1
"Watching Stand
"	1
"movie believe be good
"	1
"excellent movie. Sorry hell endured.
"	1
"Review MUST SEE suspense heavy
"	-1
"tonight just so great
"	1
"final moments. See today
"	1
"Tom Hanks Boss
"	1
"Navy are
"	1
"are see movie Ca wait
"	-1
"suspense never level intensity.
"	-1
"movie have year Thank amazing performance
"	1
"not-so-veiled comment Third World bully See review
"	-1
"hype now pretty sure wan marry US Navy Seal.
"	1
"swag
"	1
"watch Love true
"	1
"so good
"	-1
"Tom Hanks few make want cry. Blessed
"	-1
"movie have ever
"	-1
"movie
"	-1
"watching
"	-1
"watch Excited
"	1
"Tom Hanks Boss
"	1
"Whoa just great true story almost end. MUST SEE
"	1
"U r STAR bro live UP n N Hollywood commotion. I post
"	-1
"really intense movie
"	1
"glowing review film
"	1
"Final scene so powerful near-speechless Tom Hanks getting teardrop cold-hearted
"	1
"Brilliant Must See
"	1
"not only great movie great experience. gave perfect performance
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"incredible movie.
"	1
"Go see
"	1
"Former David Meadows
"	1
"actor generation. Capt
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"watching are watching
"	-1
"watching are watching
"	-1
"see
"	1
"Also today awesome movie right
"	1
"Holy great movie. Tom Hanks AMAZING
"	1
"ever seen. Tom Hanks incredible
"	1
"Crew throwing
"	-1
"Rating stars. Everything here predictable true story plot.
"	-1
"Take Twitter Q amp starting Remember Tweet Q include
"	-1
"Tom Hanks Boss
"	1
"phenomenal motion picture
"	1
"Meet pirate Tom Hanks very unlikely co-star
"	1
"tell going be good movie
"	-1
"point movie long make hate
"	-1
"Tom Hanks show ya
"	-1
"harrowing nail biting visceral Gritty grisly Zero Dark Thirty
"	1
"Just ate now going see yea
"	-1
"amazing do think Fandango
"	1
"Going see
"	1
"Just back brilliant move.. .. It watch.. What brilliant actor Tom Hanks
"	1
"Navy do mess around.
"	-1
"am watching Cinemas
"	-1
"Single handily ever
"	1
"Just yo yo ho life
"	-1
"Awesome WOW see Academy Awards coming
"	1
"watch Cant wait
"	-1
"Let just hand Oscar be it.
"	1
"Tom Hanks Type CNN Tom Hanks
"	1
"Thank being completely fine last minute
"	-1
"watch report later.
"	1
"movie year. amazing intense unbelievable
"	1
"absolutely amazing brilliant. He definitely getting nomination
"	1
"last tom.
"	1
"fight piracy. MT seeing piracy not sound life
"	1
"else here seeing
"	-1
"phenomenal. Tom Hanks yet again
"	1
"Photo have not movie stop doing go see now
"	-1
"See company Opens nation wide tomorrow. incredible
"	1
"so great cried.
"	1
"so great cried.
"	1
"awesome movie. god end unbelievably accurate. go navy
"	1
"else tear watching know
"	-1
"Just navy
"	1
"still play Got catch then watch
"	-1
"simply movies.. Wow Cried end..
"	-1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"Just very good movie worth seeing
"	1
"Tom Hanks Boss
"	1
"almost cry Go see
"	1
"movie year. amazing intense unbelievable
"	1
"Wow movie have ever
"	-1
"Good film
"	1
"Tom Hanks never
"	1
"guy kill swear Started
"	-1
"Ca find showing NYC so
"	1
"Taking honey girl late night showing So
"	1
"piece attempt Boston accent film. They also have
"	-1
"SPEECHLESS movie
"	-1
"have yet go see
"	1
"Tom Hanks acting absolutely beautiful
"	1
"too good. Definitely recommend seeing it.
"	1
"so great cried.
"	1
"wish all go see so talk final scene brilliant was. Go. Watch it. Now
"	1
"guy kill swear Started
"	-1
"intense shit. Tom Hanks Paul welcome back Oscars
"	1
"not here fish.
"	-1
"such great movie.
"	1
"stellar performance masterful Tom Hanks. Awesome job Somali Twin Cities.
"	1
"piece attempt Boston accent film. They also have
"	-1
"wish go see talk final scene much weep openly public
"	1
"tears. What courage leadership. Great performance
"	1
"incredible not wait meet real few
"	1
"Review spiky thriller great many too many use
"	1
"so great climax.
"	1
"Navy are bad ass. Proud be American.
"	-1
"amazing
"	1
"film just rip probably far superior Hijacking
"	-1
"piece attempt Boston accent film. They also have
"	-1
"great Almost great drive back be tomorrow am sarcasm
"	1
"far so good
"	1
"watching are watching
"	-1
"Tom Hanks chest Castaway. castaway
"	-1
"Just sticker. Check other
"	1
"Just be nothing. Tom Hanks amazing
"	1
"phenomenal have already go see
"	1
"Family time
"	1
"I want see movie Carrie
"	1
"Tom Hanks Alabama story time
"	1
"Just awesome film.
"	1
"Navy do mess around.
"	-1
"Really go see great
"	1
"Ca go wrong Tom Hanks movie
"	-1
"movie other way spend Saturday night.
"	1
"Just sticker. Check other
"	1
"Pretty good flick. Always still exist.
"	1
"just see brave man amazing film
"	1
"Just be not get all. Tom Hanks great
"	1
"Absolutely one movie right now. be epic
"	1
"SO good last leave speechless. Tom Hanks career
"	1
"Perhaps actually watch casting Both are powerful
"	1
"Tom Hanks Alabama story time
"	1
"yeah film fan almost certainly check out. look trailer tho
"	-1
"Just sticker. Check other
"	1
"amazing everyone go see
"	1
"Ive never anyone play being shock accurate Dude win Oscar scene alone
"	1
"crazy movie worth checking
"	-1
"movie shit pretty sick. do play son
"	1
"make love being American
"	1
"have crush Tom Hanks. There. I it.
"	-1
"SO good last leave speechless. Tom Hanks
"	1
"Saw Today Movie Has Ever Hit Me As Hard As It Did amp True Story
"	1
"Being first movie auditorium always sweet Cream crop seats.
"	1
"Ready watch Tom Hanks do be star awesome movie.
"	1
"dad. The only person get seasick watching movie.
"	-1
"Sorry racially insensitive film true re Somalia
"	1
"Navy are
"	1
"AMAZING brilliantly necessity morality
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"weekend movie
"	-1
"be performance yet Read review
"	1
"See company Opens nation wide tomorrow. incredible
"	1
"holy crap so good awesome see come life. nautical nerd
"	1
"Just sticker. Check other
"	1
"Just incredible moving East Africa weeks.
"	1
"SO good last leave speechless. Tom Hanks
"	1
"Sony abandon movie Upload instead Sony Points
"	1
"great movie
"	1
"see
"	1
"great movie Well worth price admission. Tom Hanks wonderful.
"	1
"EXCELLENT movie Proud be American today day
"	1
"Just sticker. Check other
"	1
"worth ticket
"	1
"Just
"	1
"absolutely fantastic. camera. win Oscar film. GO SEE IT
"	1
"so good
"	-1
"Scratch see
"	1
"mall be stuff
"	1
"review Bring therapist mom hold done. fantastic
"	1
"Was A Cab Driver In Minnesota With No Acting Experience Before He Was Cast Opposite
"	1
"Seeing
"	1
"awesome movie Kept even going happen..
"	1
"Tom Hanks never impress
"	1
"brilliant movie amazing
"	1
"Exclusive writer Billy Ray accuracy
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"now. Great movie
"	-1
"Let see good movie happy
"	1
"Just breathing past
"	1
"see Wilson adrift sweet revenge
"	1
"think time Tom Hanks problem losing Wilson.
"	1
"review Bring therapist mom hold film done. Crushing fantastic movie
"	1
"well worth watching. phenomenal
"	1
"Just sticker. Check other
"	1
"see tension movie charts. film
"	1
"amazing
"	1
"Actually really
"	-1
"Seeing movie second night row then first night.
"	-1
"Just definitely give
"	1
"recommend really good movie. great actor. Been saying Forrest
"	1
"just Capt are amazing last Oscar bound Well done
"	1
"Tom Hanks so heartbreaking
"	1
"I thinking going see
"	-1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"go see now
"	1
"Just sticker. Check other
"	1
"basically everyone else theater bawling end Tom Hanks Oscar end
"	1
"Last week Gravity week see are simply brilliant
"	1
"girl
"	-1
"Taking honey girl late night showing So
"	1
"be see Best Supporting Actor nomination Academy Awards
"	1
"PROUD American
"	1
"Tom Hanks favorite USA
"	1
"fight piracy. MT seeing piracy not sound life
"	1
"Wow
"	1
"Michael safe are dead
"	1
"Gravity last week week. Incredible. This going be wild season
"	1
"amazing movie year. Hats Tom Hanks
"	1
"fucking amazing
"	1
"Here look
"	-1
"Foreseeing day saying now
"	1
"right now everywhere. Filmed last year
"	1
"Still seeing tonight
"	1
"National Museum displaying Tom Hanks movie artifact
"	1
"Just give awards.
"	-1
"Best movie year sure
"	1
"Very safe Somali pirates.
"	1
"fantastic maybe movie yet. Glad I studying see
"	1
"Great Movie Tom Hanks time Tom Hanks go watch
"	1
"movie absolutely insane. Definitely anxiety attack way p
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"okay confession smack fun v UK game. I even watching. Was movie
"	-1
"crazy movie worth checking
"	-1
"heavy.
"	1
"Came home movies. so intense. revere
"	-1
"so much even. Big fan big fan. amazing
"	1
"tonight awe inspiring suspenseful touching.
"	1
"Movie night.
"	1
"Tom Hanks powerhouse one better you. incredible
"	-1
"movie Proud Armed American
"	-1
"Really w superb performance. You end.
"	1
"Saw today. Amazing intense movie. Seems there be way ship defend
"	1
"Great Movie Tom Hanks time Tom Hanks go
"	1
"movie absolutely insane. Definitely anxiety attack way p
"	1
"Tom Hanks.
"	1
"Just sticker. Check other
"	1
"Seeing Chat now
"	1
"movie night too
"	-1
"easily Paul intense movie United lose breath last
"	1
"
"	1
"well worth watching. phenomenal
"	1
"really really good. AMAZING. See see Gravity
"	1
"Love original Carrie
"	1
"film many are calling best.
"	1
"amp are long time.
"	1
"great movie
"	1
"Me basically everyone else theater bawling end Tom Hanks Oscar
"	1
"Just definitely give
"	1
"Great work Really
"	1
"movie AMAZING intense times. again
"	1
"Tom Hanks still it. Hands generation. up. Way
"	1
"writer Billy Ray inaccuracy
"	-1
"see castaway mush
"	-1
"Dinner amp Movie
"	1
"stressful movie really good
"	1
"Just movie year. Tom Hanks sure win great performance.
"	1
"AMAZING movie. Go see
"	1
"Tom Hanks
"	1
"acting carer end
"	-1
"final moments. See today
"	1
"just
"	-1
"away riveting supporting role Tom Hanks boob sweat.
"	1
"Just even love Excellent job great movie
"	1
"Really w superb performance. You end.
"	1
"young man cry today. Your always amaze me. Thank everyone
"	1
"Highly recommend Oscar Even know end be edge seats. Also
"	1
"final moments. See today
"	1
"Just so everybody amazing
"	1
"so intense. whoa
"	-1
"dope hell
"	-1
"Good afternoon Des Moines
"	1
"boyfriend dinner see Good movie. Go
"	1
"concede. Saw Better Zero Dark indeed
"	1
"Tom Hanks Oscar performance
"	1
"word- Amazing
"	1
"Good afternoon Des Moines
"	1
"always cry Tom Hanks cries. It heart
"	1
"amazing.
"	1
"great entertainer n watch guys. as usual outstanding
"	1
"many amp intense experience.
"	1
"
"	1
"shit
"	1
"Awesome.
"	1
"knowing outcome are still shot. Go see little seasick
"	1
"Tom Hanks Such good movie
"	-1
"final moments. See today
"	1
"Loved kinda Tom Hanks king world
"	1
"admit
"	1
"SO INTENSE do think have breathing past regal
"	-1
"final moments. See today
"	1
"spend money momma day today so think take too
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"Sushi date then movie night hubby
"	-1
"Saw last night. Frozen seat many times. see movie.
"	1
"Did see movie tonight Was gravity something else Tweet
"	-1
"rip-off. Not single iceberg.
"	-1
"great movie
"	1
"worth money conversation not
"	1
"Somali Night Live I Our very own movie star.
"	1
"Amazing performance That last scene
"	1
"I am seeing tomorrow. wait
"	-1
"Holy shit.
"	1
"Great movie. Wow
"	1
"Date night love baby
"	1
"Bawled Watching spoiler alert
"	-1
"Just now
"	1
"such great movie. Beyond amazing actually.
"	1
"Tom Hanks as Phillip end American Idol incredibly moving
"	1
"Saw last night. Frozen seat many times. see movie.
"	1
"Regal Atlas Park Stadium
"	1
"Gravity even begin compare
"	1
"Photo day Tom Hanks filming Courtesy SONY.
"	1
"have yet go see
"	1
"Tom Hanks amazing already that.
"	1
"Just seriously such amazing movie
"	1
"Great Movie Tom Hanks Best movie
"	-1
"Me basically everyone else theater bawling end Tom Hanks Oscar
"	1
"movie weekend far
"	-1
"Movie date
"	1
"awesome.
"	1
"See riveting film. Tom Hanks fantastic
"	1
"final moments. See today
"	1
"Give Tom Hanks damn Oscar already. What performance.
"	-1
"Tom Hanks literally Oscar
"	-1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"solid non fiction thriller drama too be true Welcome back Mr
"	1
"Tom Hanks literally Oscar
"	-1
"amazing movie get Oscar nomination win execute
"	1
"Easily performance long time. final scene
"	1
"have Ever navy are
"	1
"ever seen.
"	1
"awards.
"	1
